time,pmt 2.5,pmt 10
2021-02-07 18:15:44.781991,6.6,8.6
2021-02-07 18:15:54.903348,6.7,10.5
2021-02-07 18:16:04.999486,6.6,10.2
2021-02-07 18:16:15.090164,7.1,9.7
2021-02-07 18:16:25.181678,7.1,7.9
